0 5043 18606 4924 18606 0 0 0 300
0 4924 18606 2612 18608 0 0 0 1600
1 2612 18608 1011 17008 2611 17008 0 1600
0 1011 17008 1011 12871 0 0 0 1600
1 1011 12871 1479 11740 2611 12871 0 1600
0 1479 11740 9815 3407 0 0 0 1600
1 9815 3407 12216 5808 11013 4611 0 1600
0 12216 5808 4213 13812 0 0 0 1600
1 4213 13812 6615 16206 5417 15005 1 1600
0 6615 16206 14948 7874 0 0 0 1600
1 14948 7874 15417 6743 13817 6743 1 1600
0 15417 6743 15418 2614 0 0 0 1600
1 15418 2614 13818 1014 13818 2614 1 1600
0 13818 1014 2611 1014 0 0 0 1600
1 2611 1014 1011 2613 2611 2614 1 1600
0 1011 2613 1010 6745 0 0 0 1600
1 1010 6745 1478 7877 2610 6746 1 1600
0 1478 7877 9815 16213 0 0 0 1600
1 9815 16213 12216 13812 11013 15010 1 1600
0 12216 13812 4213 5808 0 0 0 1600
1 4213 5808 6614 3414 5417 4614 0 1600
0 6614 3414 14947 11740 0 0 0 1600
1 14947 11740 15417 12871 13817 12871 0 1600
0 15417 12871 15418 17005 0 0 0 1600
1 15418 17005 13818 18606 13818 17006 0 1600
0 13818 18606 5038 18606 0 0 0 500
0 5038 18606 4918 18606 0 0 0 300
-1 4918 18606 0 0 0 0 0 0
