0 1999 17999 1999 17879 0 0 0 300
0 1999 17879 1999 3998 0 0 0 1600
1 1999 3998 3998 1999 3998 3998 0 1600
0 3998 1999 15999 1999 0 0 0 1600
1 15999 1999 17999 3998 15999 3998 0 1600
0 17999 3998 17999 19999 0 0 0 1600
1 17999 19999 15999 21999 15999 19999 0 1600
0 15999 21999 11999 21999 0 0 0 1600
1 11999 21999 9999 20699 12392 19206 0 1600
1 9999 20699 6999 19799 7749 22749 1 1600
1 6999 19799 5999 17499 6802 18517 0 1600
0 5999 17499 13999 8999 0 0 0 1600
1 13999 8999 15699 10499 14848 9750 0 1600
1 15699 10499 15699 13499 16959 11999 1 1600
1 15699 13499 13999 14999 14848 14248 0 1600
0 13999 14999 5999 6499 0 0 0 1600
1 5999 6499 7000 4500 6588 5544 0 1600
1 7000 4500 13000 4500 10000 -55 1 1600
1 13000 4500 14001 6499 13412 5544 0 1600
0 14001 6499 5999 14999 0 0 0 1600
1 5999 14999 4299 13499 5150 14248 0 1600
1 4299 13499 4299 10499 3039 11999 1 1600
1 4299 10499 5999 8999 5150 9750 0 1600
0 5999 8999 13999 17499 0 0 0 1600
1 13999 17499 12999 19799 13196 18517 0 1600
1 12999 19799 9999 20699 12249 22749 1 1600
1 9999 20699 7999 21999 7606 19206 0 1600
0 7999 21999 3999 21999 0 0 0 1600
1 3999 21999 1999 19999 3999 19999 0 1600
0 1999 19999 1999 18019 0 0 0 500
0 1999 18019 1999 17899 0 0 0 300
-1 1999 17899 0 0 0 0 0 0
