0 5099 16026 5099 15906 0 0 0 300
0 5099 15906 5099 13974 0 0 0 1600
1 5099 13974 5603 12841 6502 13920 0 1600
1 5603 12841 6424 11162 4038 11036 1 1600
0 6424 11162 6420 8410 0 0 0 1600
1 6420 8410 7254 7874 7039 8456 0 1600
1 7254 7874 7702 8830 7030 8562 0 1600
1 7702 8830 6897 9380 6903 8524 0 1600
0 6897 9380 5243 9380 0 0 0 1600
1 5243 9380 4438 8830 5237 8524 0 1600
1 4438 8830 4886 7874 5110 8562 0 1600
1 4886 7874 5720 8410 5101 8456 0 1600
0 5720 8410 5720 11050 0 0 0 1600
1 5720 11050 4886 11586 5101 11004 0 1600
1 4886 11586 4438 10630 5110 10898 0 1600
1 4438 10630 5243 10080 5237 10936 0 1600
0 5243 10080 7320 10080 0 0 0 1600
1 7320 10080 7947 9616 7301 9398 1 1600
1 7947 9616 9762 8164 10072 10412 0 1600
1 9762 8164 12000 9216 9898 10782 0 1600
0 12000 9216 18093 15000 0 0 0 1600
1 18093 15000 16556 16386 17311 15678 0 1600
0 16556 16386 10490 10696 0 0 0 1600
1 10490 10696 8914 12162 9702 11430 1 1600
0 8914 12162 15086 17838 0 0 0 1600
1 15086 17838 13510 19304 14298 18570 0 1600
0 13510 19304 7444 13614 0 0 0 1600
1 7444 13614 5907 15000 6689 14322 1 1600
0 5907 15000 12000 20784 0 0 0 1600
1 12000 20784 14238 21836 14102 19218 1 1600
1 14238 21836 16053 20384 13928 19588 1 1600
1 16053 20384 16680 19920 16699 20602 0 1600
0 16680 19920 18757 19920 0 0 0 1600
1 18757 19920 19562 19370 18763 19064 1 1600
1 19562 19370 19114 18414 18890 19102 1 1600
1 19114 18414 18280 18950 18899 18996 1 1600
0 18280 18950 18280 21590 0 0 0 1600
1 18280 21590 19114 22126 18899 21544 1 1600
1 19114 22126 19562 21170 18890 21438 1 1600
1 19562 21170 18757 20620 18763 21476 1 1600
0 18757 20620 17103 20620 0 0 0 1600
1 17103 20620 16298 21170 17097 21476 1 1600
1 16298 21170 16746 22126 16970 21438 1 1600
1 16746 22126 17580 21590 16961 21544 1 1600
0 17580 21590 17576 18838 0 0 0 1600
1 17576 18838 18397 17159 19962 18964 0 1600
1 18397 17159 18901 16026 17498 16080 1 1600
0 18901 16026 18901 13974 0 0 0 1600
1 18901 13974 18397 12841 17498 13920 1 1600
1 18397 12841 17576 11162 19962 11036 0 1600
0 17576 11162 17580 8410 0 0 0 1600
1 17580 8410 16746 7874 16961 8456 1 1600
1 16746 7874 16298 8830 16970 8562 1 1600
1 16298 8830 17103 9380 17097 8524 1 1600
0 17103 9380 18757 9380 0 0 0 1600
1 18757 9380 19562 8830 18763 8524 1 1600
1 19562 8830 19114 7874 18890 8562 1 1600
1 19114 7874 18280 8410 18899 8456 1 1600
0 18280 8410 18280 11050 0 0 0 1600
1 18280 11050 19114 11586 18899 11004 1 1600
1 19114 11586 19562 10630 18890 10898 1 1600
1 19562 10630 18757 10080 18763 10936 1 1600
0 18757 10080 16680 10080 0 0 0 1600
1 16680 10080 16053 9616 16699 9398 0 1600
1 16053 9616 14238 8164 13928 10412 1 1600
1 14238 8164 12000 9216 14102 10782 1 1600
0 12000 9216 5907 15000 0 0 0 1600
1 5907 15000 7444 16386 6689 15678 1 1600
0 7444 16386 13510 10696 0 0 0 1600
1 13510 10696 15086 12162 14298 11430 0 1600
0 15086 12162 8914 17838 0 0 0 1600
1 8914 17838 10490 19304 9702 18570 1 1600
0 10490 19304 16556 13614 0 0 0 1600
1 16556 13614 18093 15000 17311 14322 0 1600
0 18093 15000 12000 20784 0 0 0 1600
1 12000 20784 9762 21836 9898 19218 0 1600
1 9762 21836 7947 20384 10072 19588 0 1600
1 7947 20384 7320 19920 7301 20602 1 1600
0 7320 19920 5243 19920 0 0 0 1600
1 5243 19920 4438 19370 5237 19064 0 1600
1 4438 19370 4886 18414 5110 19102 0 1600
1 4886 18414 5720 18950 5101 18996 0 1600
0 5720 18950 5720 21590 0 0 0 1600
1 5720 21590 4886 22126 5101 21544 0 1600
1 4886 22126 4438 21170 5110 21438 0 1600
1 4438 21170 5243 20620 5237 21476 0 1600
0 5243 20620 6897 20620 0 0 0 1600
1 6897 20620 7702 21170 6903 21476 0 1600
1 7702 21170 7254 22126 7030 21438 0 1600
1 7254 22126 6420 21590 7039 21544 0 1600
0 6420 21590 6424 18838 0 0 0 1600
1 6424 18838 5603 17159 4038 18964 1 1600
1 5603 17159 5100 16145 6502 16080 0 500
1 5100 16145 5099 16026 6502 16080 0 300
2 5099 16026 3560 15180 0 0 0 500
1 3560 15180 3505 15073 6942 13349 0 300
1 3505 15073 3788 11149 6942 13349 0 1600
1 3788 11149 3722 9296 2311 10274 1 1600
1 3722 9296 2940 8080 9000 5043 0 1600
1 2940 8080 4080 6244 4041 7492 0 1600
1 4080 6244 5921 7031 3952 9091 0 1600
1 5921 7031 7431 7111 6729 6079 1 1600
1 7431 7111 8742 7044 8143 8192 0 1600
1 8742 7044 10093 6897 9308 5965 1 1600
1 10093 6897 13907 6897 12000 9766 0 1600
1 13907 6897 15258 7044 14692 5965 1 1600
1 15258 7044 16569 7111 15857 8192 0 1600
1 16569 7111 18079 7031 17271 6079 1 1600
1 18079 7031 19920 6244 20048 9091 0 1600
1 19920 6244 21060 8080 19959 7492 0 1600
1 21060 8080 20278 9296 15000 5043 0 1600
1 20278 9296 20212 11149 21689 10274 1 1600
1 20212 11149 20440 15180 17058 13349 0 1600
1 20440 15180 19437 15000 19959 14978 0 1600
1 19437 15000 20440 14820 19959 15022 0 1600
1 20440 14820 20212 18851 17058 16651 0 1600
1 20212 18851 20278 20704 21689 19726 1 1600
1 20278 20704 21060 21920 15000 24957 0 1600
1 21060 21920 19920 23756 19959 22508 0 1600
1 19920 23756 18079 22969 20048 20909 0 1600
1 18079 22969 16569 22889 17271 23921 1 1600
1 16569 22889 15258 22956 15857 21808 0 1600
1 15258 22956 13907 23103 14692 24035 1 1600
1 13907 23103 10093 23103 12000 20234 0 1600
1 10093 23103 8742 22956 9308 24035 1 1600
1 8742 22956 7431 22889 8143 21808 0 1600
1 7431 22889 5921 22969 6729 23921 1 1600
1 5921 22969 4080 23756 3952 20909 0 1600
1 4080 23756 2940 21920 4041 22508 0 1600
1 2940 21920 3722 20704 9000 24957 0 1600
1 3722 20704 3788 18851 2311 19726 1 1600
1 3788 18851 3560 14820 6942 16651 0 1600
1 3560 14820 4563 15000 4041 15022 0 1600
1 4563 15000 3619 15284 4041 14978 0 500
1 3619 15284 3560 15180 4041 14978 0 300
2 3560 15180 2874 15000 0 0 0 500
1 2874 15000 2804 14902 5344 13130 0 300
1 2804 14902 2888 11242 5344 13130 0 1600
1 2888 11242 2848 9456 1999 10368 1 1600
1 2848 9456 1900 7480 4582 7409 0 1600
1 1900 7480 3099 5445 3908 7292 0 1600
1 3099 5445 5722 5938 3957 8104 0 1600
1 5722 5938 7470 6218 6796 4827 1 1600
1 7470 6218 8782 6111 8266 7887 0 1600
1 8782 6111 10119 6085 9424 4711 1 1600
1 10119 6085 13881 6085 12000 9666 0 1600
1 13881 6085 15218 6111 14576 4711 1 1600
