1 2800 17199 2681 17190 2800 16399 0 300
1 2681 17190 2000 16399 2800 16399 0 1600
1 2000 16399 2800 15600 2800 16399 0 500
1 2800 15600 3600 14799 3600 15600 0 1600
1 3600 14799 4400 13999 3600 13999 1 500
1 4400 13999 5200 13199 4400 13199 1 1600
1 5200 13199 6000 12400 6000 13199 0 500
1 6000 12400 6800 11599 6800 12400 0 1600
1 6800 11599 7600 10799 6800 10799 1 500
1 7600 10799 8400 9999 7600 9999 1 1600
1 8400 9999 9200 9200 9200 9999 0 500
1 9200 9200 10000 8399 10000 9200 0 1600
1 10000 8399 10800 7599 10000 7599 1 500
1 10800 7599 11600 6799 10800 6799 1 1600
1 11600 6799 12400 6000 12400 6799 0 500
1 12400 6000 13200 5199 13200 6000 0 1600
1 13200 5199 14000 4399 13200 4399 1 500
1 14000 4399 14800 3599 14000 3599 1 1600
1 14800 3599 14000 2800 14000 3599 1 500
1 14000 2800 13200 2000 13200 2800 1 1600
1 13200 2000 12400 2799 13200 2800 1 500
1 12400 2799 11600 3599 12400 3599 1 1600
1 11600 3599 10800 4399 10800 3599 0 500
1 10800 4399 10000 5200 10000 4399 0 1600
1 10000 5200 9200 5999 10000 6000 1 500
1 9200 5999 8400 6799 9200 6799 1 1600
1 8400 6799 7600 7599 7600 6799 0 500
1 7600 7599 6800 8400 6800 7599 0 1600
1 6800 8400 6000 9199 6800 9200 1 500
1 6000 9199 5200 9999 6000 9999 1 1600
1 5200 9999 4400 10799 4400 9999 0 500
1 4400 10799 3600 11600 3600 10799 0 1600
1 3600 11600 2800 12399 3600 12400 1 500
1 2800 12399 2000 13199 2800 13199 1 1600
1 2000 13199 2800 13999 2800 13199 1 500
1 2800 13999 3600 14800 3600 13999 1 1600
1 3600 14800 4400 15599 3600 15600 0 500
1 4400 15599 5200 16399 4400 16399 0 1600
1 5200 16399 6000 17199 6000 16399 1 500
1 6000 17199 6800 17999 6800 17199 1 1600
1 6800 17999 7600 17199 6800 17199 1 500
1 7600 17199 8400 16399 7600 16399 1 1600
1 8400 16399 9200 15600 9200 16399 0 500
1 9200 15600 10000 14799 10000 15600 0 1600
1 10000 14799 10800 13999 10000 13999 1 500
1 10800 13999 11600 13199 10800 13199 1 1600
1 11600 13199 12400 12400 12400 13199 0 500
1 12400 12400 13200 11599 13200 12400 0 1600
1 13200 11599 14000 10799 13200 10799 1 500
1 14000 10799 14800 9999 14000 9999 1 1600
1 14800 9999 14000 9200 14000 9999 1 500
1 14000 9200 13200 8399 13200 9200 1 1600
1 13200 8399 12400 7599 13200 7599 0 500
1 12400 7599 11600 6799 12400 6799 0 1600
1 11600 6799 10800 6000 10800 6799 1 500
1 10800 6000 10000 5199 10000 6000 1 1600
1 10000 5199 9200 4399 10000 4399 0 500
1 9200 4399 8400 3599 9200 3599 0 1600
1 8400 3599 7600 2800 7600 3599 1 500
1 7600 2800 6800 2000 6800 2800 1 1600
1 6800 2000 6000 2799 6800 2800 1 500
1 6000 2799 5200 3599 6000 3599 1 1600
1 5200 3599 4400 4399 4400 3599 0 500
1 4400 4399 3600 5200 3600 4399 0 1600
1 3600 5200 2800 5999 3600 6000 1 500
1 2800 5999 2000 6799 2800 6799 1 1600
1 2000 6799 2800 7599 2800 6799 1 500
1 2800 7599 3600 8400 3600 7599 1 1600
1 3600 8400 4400 9199 3600 9200 0 500
1 4400 9199 5200 9999 4400 9999 0 1600
1 5200 9999 6000 10799 6000 9999 1 500
1 6000 10799 6800 11600 6800 10799 1 1600
1 6800 11600 7600 12399 6800 12400 0 500
1 7600 12399 8400 13199 7600 13199 0 1600
1 8400 13199 9200 13999 9200 13199 1 500
1 9200 13999 10000 14800 10000 13999 1 1600
1 10000 14800 10800 15599 10000 15600 0 500
1 10800 15599 11600 16399 10800 16399 0 1600
1 11600 16399 12400 17199 12400 16399 1 500
1 12400 17199 13200 17999 13200 17199 1 1600
1 13200 17999 14000 17199 13200 17199 1 500
1 14000 17199 14800 16399 14000 16399 1 1600
1 14800 16399 14000 15600 14000 16399 1 500
1 14000 15600 13200 14799 13200 15600 1 1600
1 13200 14799 12400 13999 13200 13999 0 500
1 12400 13999 11600 13199 12400 13199 0 1600
1 11600 13199 10800 12400 10800 13199 1 500
1 10800 12400 10000 11599 10000 12400 1 1600
1 10000 11599 9200 10799 10000 10799 0 500
1 9200 10799 8400 9999 9200 9999 0 1600
1 8400 9999 7600 9200 7600 9999 1 500
1 7600 9200 6800 8399 6800 9200 1 1600
1 6800 8399 6000 7599 6800 7599 0 500
1 6000 7599 5200 6799 6000 6799 0 1600
1 5200 6799 4400 6000 4400 6799 1 500
1 4400 6000 3600 5199 3600 6000 1 1600
1 3600 5199 2800 4399 3600 4399 0 500
1 2800 4399 2000 3599 2800 3599 0 1600
1 2000 3599 2800 2800 2800 3599 0 500
1 2800 2800 3600 2000 3600 2800 0 1600
1 3600 2000 4400 2799 3600 2800 0 500
1 4400 2799 5200 3599 4400 3599 0 1600
1 5200 3599 6000 4399 6000 3599 1 500
1 6000 4399 6800 5200 6800 4399 1 1600
1 6800 5200 7600 5999 6800 6000 0 500
1 7600 5999 8400 6799 7600 6799 0 1600
1 8400 6799 9200 7599 9200 6799 1 500
1 9200 7599 10000 8400 10000 7599 1 1600
1 10000 8400 10800 9199 10000 9200 0 500
1 10800 9199 11600 9999 10800 9999 0 1600
1 11600 9999 12400 10799 12400 9999 1 500
1 12400 10799 13200 11600 13200 10799 1 1600
1 13200 11600 14000 12399 13200 12400 0 500
1 14000 12399 14800 13199 14000 13199 0 1600
1 14800 13199 14000 13999 14000 13199 0 500
1 14000 13999 13200 14800 13200 13999 0 1600
1 13200 14800 12400 15599 13200 15600 1 500
1 12400 15599 11600 16399 12400 16399 1 1600
1 11600 16399 10800 17199 10800 16399 0 500
1 10800 17199 10000 17999 10000 17199 0 1600
1 10000 17999 9200 17199 10000 17199 0 500
1 9200 17199 8400 16399 9200 16399 0 1600
1 8400 16399 7600 15600 7600 16399 1 500
1 7600 15600 6800 14799 6800 15600 1 1600
1 6800 14799 6000 13999 6800 13999 0 500
1 6000 13999 5200 13199 6000 13199 0 1600
1 5200 13199 4400 12400 4400 13199 1 500
1 4400 12400 3600 11599 3600 12400 1 1600
1 3600 11599 2800 10799 3600 10799 0 500
1 2800 10799 2000 9999 2800 9999 0 1600
1 2000 9999 2800 9200 2800 9999 0 500
1 2800 9200 3600 8399 3600 9200 0 1600
1 3600 8399 4400 7599 3600 7599 1 500
1 4400 7599 5200 6799 4400 6799 1 1600
1 5200 6799 6000 6000 6000 6799 0 500
1 6000 6000 6800 5199 6800 6000 0 1600
1 6800 5199 7600 4399 6800 4399 1 500
1 7600 4399 8400 3599 7600 3599 1 1600
1 8400 3599 9200 2800 9200 3599 0 500
1 9200 2800 10000 2000 10000 2800 0 1600
1 10000 2000 10800 2799 10000 2800 0 500
1 10800 2799 11600 3599 10800 3599 0 1600
1 11600 3599 12400 4399 12400 3599 1 500
1 12400 4399 13200 5200 13200 4399 1 1600
1 13200 5200 14000 5999 13200 6000 0 500
1 14000 5999 14800 6799 14000 6799 0 1600
1 14800 6799 14000 7599 14000 6799 0 500
1 14000 7599 13200 8400 13200 7599 0 1600
1 13200 8400 12400 9199 13200 9200 1 500
1 12400 9199 11600 9999 12400 9999 1 1600
1 11600 9999 10800 10799 10800 9999 0 500
1 10800 10799 10000 11600 10000 10799 0 1600
1 10000 11600 9200 12399 10000 12400 1 500
1 9200 12399 8400 13199 9200 13199 1 1600
1 8400 13199 7600 13999 7600 13199 0 500
1 7600 13999 6800 14800 6800 13999 0 1600
1 6800 14800 6000 15599 6800 15600 1 500
1 6000 15599 5200 16399 6000 16399 1 1600
1 5200 16399 4400 17199 4400 16399 0 500
1 4400 17199 3600 17999 3600 17199 0 1600
1 3600 17999 2809 17318 3600 17199 0 500
1 2809 17318 2800 17199 3600 17199 0 300
2 2800 17199 2150 19251 0 0 0 500
1 2150 19251 2043 19197 1900 19607 1 300
1 2043 19197 1650 19251 1900 19607 1 1600
1 1650 19251 1150 19251 1400 18895 0 500
1 1150 19251 1150 18751 794 19001 1 1600
1 1150 18751 1150 18251 1506 18501 0 1600
1 1150 18251 1150 17751 794 18001 1 1600
1 1150 17751 1150 17251 1506 17501 0 1600
1 1150 17251 1150 16751 794 17001 1 1600
1 1150 16751 1150 16251 1506 16501 0 1600
1 1150 16251 1150 15751 794 16001 1 1600
1 1150 15751 1150 15251 1506 15501 0 1600
